"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","1991","Total","Both Sexes","92","Census - de facto - complete tabulation","Final figure, complete","1996","54432","3"
"India","1991","Total","Both Sexes","93","Census - de facto - complete tabulation","Final figure, complete","1996","17370","3"
"India","1991","Total","Both Sexes","94","Census - de facto - complete tabulation","Final figure, complete","1996","12811","3"
"India","1991","Total","Both Sexes","95","Census - de facto - complete tabulation","Final figure, complete","1996","152776","3"
"India","1991","Total","Both Sexes","96","Census - de facto - complete tabulation","Final figure, complete","1996","23994","3"
"India","1991","Total","Both Sexes","97","Census - de facto - complete tabulation","Final figure, complete","1996","10885","3"
"India","1991","Total","Both Sexes","98","Census - de facto - complete tabulation","Final figure, complete","1996","37566","3"
"India","1991","Total","Both Sexes","99","Census - de facto - complete tabulation","Final figure, complete","1996","38142","3"
"India","1991","Total","Both Sexes","100 +","Census - de facto - complete tabulation","Final figure, complete","1996","151646","3"
"India","1991","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","1996","4695158","3"
"India","1991","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","1996","435208158","3"
"India","1991","Total","Male","0","Census - de facto - complete tabulation","Final figure, complete","1996","9544406","3"
"India","1991","Total","Male","1","Census - de facto - complete tabulation","Final figure, complete","1996","7471790","3"
"India","1991","Total","Male","1 - 4","Census - de facto - complete tabulation","Final figure, complete","1996","42816246","3"
"India","1991","Total","Male","2","Census - de facto - complete tabulation","Final figure, complete","1996","11590109","3"
"India","1991","Total","Male","3","Census - de facto - complete tabulation","Final figure, complete","1996","11881844","3"
"India","1991","Total","Male","4","Census - de facto - complete tabulation","Final figure, complete","1996","11872503","3"
"India","1991","Total","Male","5","Census - de facto - complete tabulation","Final figure, complete","1996","12968350","3"
"India","1991","Total","Male","5 - 9","Census - de facto - complete tabulation","Final figure, complete","1996","57419164","3"
"India","1991","Total","Male","6","Census - de facto - complete tabulation","Final figure, complete","1996","11993151","3"
"India","1991","Total","Male","7","Census - de facto - complete tabulation","Final figure, complete","1996","10033918","3"
"India","1991","Total","Male","8","Census - de facto - complete tabulation","Final figure, complete","1996","14312222","3"
"India","1991","Total","Male","9","Census - de facto - complete tabulation","Final figure, complete","1996","8111523","3"
"India","1991","Total","Male","10","Census - de facto - complete tabulation","Final figure, complete","1996","15311047","3"
"India","1991","Total","Male","10 - 14","Census - de facto - complete tabulation","Final figure, complete","1996","51947630","3"
"India","1991","Total","Male","11","Census - de facto - complete tabulation","Final figure, complete","1996","6861510","3"
"India","1991","Total","Male","12","Census - de facto - complete tabulation","Final figure, complete","1996","13305117","3"
"India","1991","Total","Male","13","Census - de facto - complete tabulation","Final figure, complete","1996","7454575","3"
"India","1991","Total","Male","14","Census - de facto - complete tabulation","Final figure, complete","1996","9015381","3"
"India","1991","Total","Male","15","Census - de facto - complete tabulation","Final figure, complete","1996","10325432","3"
"India","1991","Total","Male","15 - 19","Census - de facto - complete tabulation","Final figure, complete","1996","42231074","3"
"India","1991","Total","Male","16","Census - de facto - complete tabulation","Final figure, complete","1996","9055588","3"
"India","1991","Total","Male","17","Census - de facto - complete tabulation","Final figure, complete","1996","5519173","3"
"India","1991","Total","Male","18","Census - de facto - complete tabulation","Final figure, complete","1996","12546779","3"
"India","1991","Total","Male","19","Census - de facto - complete tabulation","Final figure, complete","1996","4784102","3"
"India","1991","Total","Male","20","Census - de facto - complete tabulation","Final figure, complete","1996","13365429","3"
"India","1991","Total","Male","20 - 24","Census - de facto - complete tabulation","Final figure, complete","1996","37514223","3"
"India","1991","Total","Male","21","Census - de facto - complete tabulation","Final figure, complete","1996","4630254","3"
"India","1991","Total","Male","22","Census - de facto - complete tabulation","Final figure, complete","1996","9595545","3"
"India","1991","Total","Male","23","Census - de facto - complete tabulation","Final figure, complete","1996","4727963","3"
"India","1991","Total","Male","24","Census - de facto - complete tabulation","Final figure, complete","1996","5195032","3"
"India","1991","Total","Male","25","Census - de facto - complete tabulation","Final figure, complete","1996","15061479","3"
"India","1991","Total","Male","25 - 29","Census - de facto - complete tabulation","Final figure, complete","1996","34546587","3"
"India","1991","Total","Male","26","Census - de facto - complete tabulation","Final figure, complete","1996","5467392","3"
"India","1991","Total","Male","27","Census - de facto - complete tabulation","Final figure, complete","1996","4011539","3"
"India","1991","Total","Male","28","Census - de facto - complete tabulation","Final figure, complete","1996","8033850","3"
"India","1991","Total","Male","29","Census - de facto - complete tabulation","Final figure, complete","1996","1972327","3"
"India","1991","Total","Male","30","Census - de facto - complete tabulation","Final figure, complete","1996","17396266","3"
"India","1991","Total","Male","30 - 34","Census - de facto - complete tabulation","Final figure, complete","1996","29917765","3"
"India","1991","Total","Male","31","Census - de facto - complete tabulation","Final figure, complete","1996","1647397","3"
"India","1991","Total","Male","32","Census - de facto - complete tabulation","Final figure, complete","1996","6539557","3"
"India","1991","Total","Male","33","Census - de facto - complete tabulation","Final figure, complete","1996","2233521","3"
"India","1991","Total","Male","34","Census - de facto - complete tabulation","Final figure, complete","1996","2101024","3"
"India","1991","Total","Male","35","Census - de facto - complete tabulation","Final figure, complete","1996","16768198","3"
"India","1991","Total","Male","35 - 39","Census - de facto - complete tabulation","Final figure, complete","1996","27558300","3"
"India","1991","Total","Male","36","Census - de facto - complete tabulation","Final figure, complete","1996","3211834","3"
"India","1991","Total","Male","37","Census - de facto - complete tabulation","Final figure, complete","1996","1923169","3"
"India","1991","Total","Male","38","Census - de facto - complete tabulation","Final figure, complete","1996","4472854","3"
"India","1991","Total","Male","39","Census - de facto - complete tabulation","Final figure, complete","1996","1182245","3"
"India","1991","Total","Male","40","Census - de facto - complete tabulation","Final figure, complete","1996","15874081","3"
"India","1991","Total","Male","40 - 44","Census - de facto - complete tabulation","Final figure, complete","1996","22842245","3"
"India","1991","Total","Male","41","Census - de facto - complete tabulation","Final figure, complete","1996","1017752","3"
"India","1991","Total","Male","42","Census - de facto - complete tabulation","Final figure, complete","1996","3673865","3"
"India","1991","Total","Male","43","Census - de facto - complete tabulation","Final figure, complete","1996","1247304","3"
"India","1991","Total","Male","44","Census - de facto - complete tabulation","Final figure, complete","1996","1029243","3"
"India","1991","Total","Male","45","Census - de facto - complete tabulation","Final figure, complete","1996","12619050","3"
"India","1991","Total","Male","45 - 49","Census - de facto - complete tabulation","Final figure, complete","1996","18954561","3"
"India","1991","Total","Male","46","Census - de facto - complete tabulation","Final figure, complete","1996","1499847","3"
"India","1991","Total","Male","47","Census - de facto - complete tabulation","Final figure, complete","1996","1250321","3"
"India","1991","Total","Male","48","Census - de facto - complete tabulation","Final figure, complete","1996","2862148","3"
"India","1991","Total","Male","49","Census - de facto - complete tabulation","Final figure, complete","1996","723195","3"
"India","1991","Total","Male","50","Census - de facto - complete tabulation","Final figure, complete","1996","12396632","3"
"India","1991","Total","Male","50 - 54","Census - de facto - complete tabulation","Final figure, complete","1996","16904890","3"
"India","1991","Total","Male","51","Census - de facto - complete tabulation","Final figure, complete","1996","733501","3"
"India","1991","Total","Male","52","Census - de facto - complete tabulation","Final figure, complete","1996","2186678","3"
"India","1991","Total","Male","53","Census - de facto - complete tabulation","Final figure, complete","1996","777379","3"
"India","1991","Total","Male","54","Census - de facto - complete tabulation","Final figure, complete","1996","810700","3"
"India","1991","Total","Male","55","Census - de facto - complete tabulation","Final figure, complete","1996","7298270","3"
"India","1991","Total","Male","55 - 59","Census - de facto - complete tabulation","Final figure, complete","1996","10941747","3"
"India","1991","Total","Male","56","Census - de facto - complete tabulation","Final figure, complete","1996","1116032","3"
"India","1991","Total","Male","57","Census - de facto - complete tabulation","Final figure, complete","1996","650402","3"
"India","1991","Total","Male","58","Census - de facto - complete tabulation","Final figure, complete","1996","1465209","3"
"India","1991","Total","Male","59","Census - de facto - complete tabulation","Final figure, complete","1996","411834","3"
"India","1991","Total","Male","60","Census - de facto - complete tabulation","Final figure, complete","1996","9478824","3"
"India","1991","Total","Male","60 - 64","Census - de facto - complete tabulation","Final figure, complete","1996","11907237","3"
"India","1991","Total","Male","61","Census - de facto - complete tabulation","Final figure, complete","1996","429296","3"
"India","1991","Total","Male","62","Census - de facto - complete tabulation","Final figure, complete","1996","1190060","3"
"India","1991","Total","Male","63","Census - de facto - complete tabulation","Final figure, complete","1996","446290","3"
"India","1991","Total","Male","64","Census - de facto - complete tabulation","Final figure, complete","1996","362767","3"
"India","1991","Total","Male","65","Census - de facto - complete tabulation","Final figure, complete","1996","4998209","3"
"India","1991","Total","Male","65 - 69","Census - de facto - complete tabulation","Final figure, complete","1996","6493630","3"
"India","1991","Total","Male","66","Census - de facto - complete tabulation","Final figure, complete","1996","388753","3"
"India","1991","Total","Male","67","Census - de facto - complete tabulation","Final figure, complete","1996","334629","3"
"India","1991","Total","Male","68","Census - de facto - complete tabulation","Final figure, complete","1996","593906","3"
"India","1991","Total","Male","69","Census - de facto - complete tabulation","Final figure, complete","1996","178133","3"
"India","1991","Total","Male","70","Census - de facto - complete tabulation","Final figure, complete","1996","4560342","3"
"India","1991","Total","Male","70 - 74","Census - de facto - complete tabulation","Final figure, complete","1996","5535950","3"
"India","1991","Total","Male","71","Census - de facto - complete tabulation","Final figure, complete","1996","179460","3"
"India","1991","Total","Male","72","Census - de facto - complete tabulation","Final figure, complete","1996","481230","3"
"India","1991","Total","Male","73","Census - de facto - complete tabulation","Final figure, complete","1996","159087","3"
"India","1991","Total","Male","74","Census - de facto - complete tabulation","Final figure, complete","1996","155831","3"
"India","1991","Total","Male","75","Census - de facto - complete tabulation","Final figure, complete","1996","1606147","3"
"India","1991","Total","Male","75 - 79","Census - de facto - complete tabulation","Final figure, complete","1996","2102284","3"
"India","1991","Total","Male","76","Census - de facto - complete tabulation","Final figure, complete","1996","166763","3"
"India","1991","Total","Male","77","Census - de facto - complete tabulation","Final figure, complete","1996","93569","3"
"India","1991","Total","Male","78","Census - de facto - complete tabulation","Final figure, complete","1996","182238","3"
"India","1991","Total","Male","79","Census - de facto - complete tabulation","Final figure, complete","1996","53567","3"
"India","1991","Total","Male","80","Census - de facto - complete tabulation","Final figure, complete","1996","1715697","3"
"India","1991","Total","Male","80 - 84","Census - de facto - complete tabulation","Final figure, complete","1996","2094961","3"
"India","1991","Total","Male","81","Census - de facto - complete tabulation","Final figure, complete","1996","127486","3"
"India","1991","Total","Male","82","Census - de facto - complete tabulation","Final figure, complete","1996","150782","3"
"India","1991","Total","Male","83","Census - de facto - complete tabulation","Final figure, complete","1996","52332","3"
"India","1991","Total","Male","84","Census - de facto - complete tabulation","Final figure, complete","1996","48664","3"
"India","1991","Total","Male","85","Census - de facto - complete tabulation","Final figure, complete","1996","456387","3"
"India","1991","Total","Male","85 - 89","Census - de facto - complete tabulation","Final figure, complete","1996","601000","3"
"India","1991","Total","Male","86","Census - de facto - complete tabulation","Final figure, complete","1996","46978","3"
"India","1991","Total","Male","87","Census - de facto - complete tabulation","Final figure, complete","1996","34448","3"
"India","1991","Total","Male","88","Census - de facto - complete tabulation","Final figure, complete","1996","44015","3"
"India","1991","Total","Male","89","Census - de facto - complete tabulation","Final figure, complete","1996","19172","3"
"India","1991","Total","Male","90","Census - de facto - complete tabulation","Final figure, complete","1996","329149","3"
"India","1991","Total","Male","90 - 99","Census - de facto - complete tabulation","Final figure, complete","1996","556290","3"
"India","1991","Total","Male","91","Census - de facto - complete tabulation","Final figure, complete","1996","48004","3"
"India","1991","Total","Male","92","Census - de facto - complete tabulation","Final figure, complete","1996","28574","3"
"India","1991","Total","Male","93","Census - de facto - complete tabulation","Final figure, complete","1996","9200","3"
"India","1991","Total","Male","94","Census - de facto - complete tabulation","Final figure, complete","1996","7003","3"
"India","1991","Total","Male","95","Census - de facto - complete tabulation","Final figure, complete","1996","75195","3"
"India","1991","Total","Male","96","Census - de facto - complete tabulation","Final figure, complete","1996","13140","3"
"India","1991","Total","Male","97","Census - de facto - complete tabulation","Final figure, complete","1996","5889","3"
"India","1991","Total","Male","98","Census - de facto - complete tabulation","Final figure, complete","1996","18915","3"
"India","1991","Total","Male","99","Census - de facto - complete tabulation","Final figure, complete","1996","21221","3"
"India","1991","Total","Male","100 +","Census - de facto - complete tabulation","Final figure, complete","1996","72373","3"
"India","1991","Total","Male","Unknown","Census - de facto - complete tabulation","Final figure, complete","1996","2705595","3"
"India","1991","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","1996","403359778","3"
"India","1991","Total","Female","0","Census - de facto - complete tabulation","Final figure, complete","1996","8964079","3"
"India","1991","Total","Female","1","Census - de facto - complete tabulation","Final figure, complete","1996","7015745","3"
"India","1991","Total","Female","1 - 4","Census - de facto - complete tabulation","Final figure, complete","1996","41053301","3"
"India","1991","Total","Female","2","Census - de facto - complete tabulation","Final figure, complete","1996","11165681","3"
"India","1991","Total","Female","3","Census - de facto - complete tabulation","Final figure, complete","1996","11698140","3"
"India","1991","Total","Female","4","Census - de facto - complete tabulation","Final figure, complete","1996","11173735","3"
"India","1991","Total","Female","5","Census - de facto - complete tabulation","Final figure, complete","1996","11708332","3"
"India","1991","Total","Female","5 - 9","Census - de facto - complete tabulation","Final figure, complete","1996","53875568","3"
"India","1991","Total","Female","6","Census - de facto - complete tabulation","Final figure, complete","1996","11363975","3"
"India","1991","Total","Female","7","Census - de facto - complete tabulation","Final figure, complete","1996","9689320","3"
"India","1991","Total","Female","8","Census - de facto - complete tabulation","Final figure, complete","1996","13374334","3"
"India","1991","Total","Female","9","Census - de facto - complete tabulation","Final figure, complete","1996","7739607","3"
"India","1991","Total","Female","10","Census - de facto - complete tabulation","Final figure, complete","1996","13716555","3"
"India","1991","Total","Female","10 - 14","Census - de facto - complete tabulation","Final figure, complete","1996","46744268","3"
"India","1991","Total","Female","11","Census - de facto - complete tabulation","Final figure, complete","1996","6257283","3"
"India","1991","Total","Female","12","Census - de facto - complete tabulation","Final figure, complete","1996","11634644","3"
"India","1991","Total","Female","13","Census - de facto - complete tabulation","Final figure, complete","1996","7007669","3"
"India","1991","Total","Female","14","Census - de facto - complete tabulation","Final figure, complete","1996","8128117","3"
"India","1991","Total","Female","15","Census - de facto - complete tabulation","Final figure, complete","1996","8398922","3"
"India","1991","Total","Female","15 - 19","Census - de facto - complete tabulation","Final figure, complete","1996","36803855","3"
"India","1991","Total","Female","16","Census - de facto - complete tabulation","Final figure, complete","1996","8042023","3"
"India","1991","Total","Female","17","Census - de facto - complete tabulation","Final figure, complete","1996","4834179","3"
"India","1991","Total","Female","18","Census - de facto - complete tabulation","Final figure, complete","1996","11110077","3"
"India","1991","Total","Female","19","Census - de facto - complete tabulation","Final figure, complete","1996","4418654","3"
"India","1991","Total","Female","20","Census - de facto - complete tabulation","Final figure, complete","1996","14050460","3"
"India","1991","Total","Female","20 - 24","Census - de facto - complete tabulation","Final figure, complete","1996","36958481","3"
"India","1991","Total","Female","21","Census - de facto - complete tabulation","Final figure, complete","1996","3713560","3"
"India","1991","Total","Female","22","Census - de facto - complete tabulation","Final figure, complete","1996","9262093","3"
"India","1991","Total","Female","23","Census - de facto - complete tabulation","Final figure, complete","1996","4638440","3"
"India","1991","Total","Female","24","Census - de facto - complete tabulation","Final figure, complete","1996","5293928","3"
"India","1991","Total","Female","25","Census - de facto - complete tabulation","Final figure, complete","1996","15298720","3"
"India","1991","Total","Female","25 - 29","Census - de facto - complete tabulation","Final figure, complete","1996","34692671","3"
"India","1991","Total","Female","26","Census - de facto - complete tabulation","Final figure, complete","1996","5045638","3"
"India","1991","Total","Female","27","Census - de facto - complete tabulation","Final figure, complete","1996","3501370","3"
"India","1991","Total","Female","28","Census - de facto - complete tabulation","Final figure, complete","1996","9105168","3"
"India","1991","Total","Female","29","Census - de facto - complete tabulation","Final figure, complete","1996","1741775","3"
"India","1991","Total","Female","30","Census - de facto - complete tabulation","Final figure, complete","1996","16993819","3"
"India","1991","Total","Female","30 - 34","Census - de facto - complete tabulation","Final figure, complete","1996","28486719","3"
"India","1991","Total","Female","31","Census - de facto - complete tabulation","Final figure, complete","1996","1204850","3"
"India","1991","Total","Female","32","Census - de facto - complete tabulation","Final figure, complete","1996","6172513","3"
"India","1991","Total","Female","33","Census - de facto - complete tabulation","Final figure, complete","1996","2093393","3"
"India","1991","Total","Female","34","Census - de facto - complete tabulation","Final figure, complete","1996","2022144","3"
"India","1991","Total","Female","35","Census - de facto - complete tabulation","Final figure, complete","1996","14212982","3"
"India","1991","Total","Female","35 - 39","Census - de facto - complete tabulation","Final figure, complete","1996","24840570","3"
"India","1991","Total","Female","36","Census - de facto - complete tabulation","Final figure, complete","1996","2850513","3"
"India","1991","Total","Female","37","Census - de facto - complete tabulation","Final figure, complete","1996","1644490","3"
"India","1991","Total","Female","38","Census - de facto - complete tabulation","Final figure, complete","1996","5110808","3"
"India","1991","Total","Female","39","Census - de facto - complete tabulation","Final figure, complete","1996","1021777","3"
"India","1991","Total","Female","40","Census - de facto - complete tabulation","Final figure, complete","1996","13480828","3"
"India","1991","Total","Female","40 - 44","Census - de facto - complete tabulation","Final figure, complete","1996","19714094","3"
"India","1991","Total","Female","41","Census - de facto - complete tabulation","Final figure, complete","1996","725120","3"
"India","1991","Total","Female","42","Census - de facto - complete tabulation","Final figure, complete","1996","3304088","3"
"India","1991","Total","Female","43","Census - de facto - complete tabulation","Final figure, complete","1996","1217373","3"
"India","1991","Total","Female","44","Census - de facto - complete tabulation","Final figure, complete","1996","986685","3"
"India","1991","Total","Female","45","Census - de facto - complete tabulation","Final figure, complete","1996","11044232","3"
"India","1991","Total","Female","45 - 49","Census - de facto - complete tabulation","Final figure, complete","1996","17179237","3"
"India","1991","Total","Female","46","Census - de facto - complete tabulation","Final figure, complete","1996","1315426","3"
"India","1991","Total","Female","47","Census - de facto - complete tabulation","Final figure, complete","1996","1056812","3"
"India","1991","Total","Female","48","Census - de facto - complete tabulation","Final figure, complete","1996","3175860","3"
"India","1991","Total","Female","49","Census - de facto - complete tabulation","Final figure, complete","1996","586907","3"
"India","1991","Total","Female","50","Census - de facto - complete tabulation","Final figure, complete","1996","10639599","3"
"India","1991","Total","Female","50 - 54","Census - de facto - complete tabulation","Final figure, complete","1996","14208702","3"
"India","1991","Total","Female","51","Census - de facto - complete tabulation","Final figure, complete","1996","476033","3"
"India","1991","Total","Female","52","Census - de facto - complete tabulation","Final figure, complete","1996","1746469","3"
"India","1991","Total","Female","53","Census - de facto - complete tabulation","Final figure, complete","1996","663421","3"
"India","1991","Total","Female","54","Census - de facto - complete tabulation","Final figure, complete","1996","683180","3"
"India","1991","Total","Female","55","Census - de facto - complete tabulation","Final figure, complete","1996","7208115","3"
"India","1991","Total","Female","55 - 59","Census - de facto - complete tabulation","Final figure, complete","1996","10530755","3"
"India","1991","Total","Female","56","Census - de facto - complete tabulation","Final figure, complete","1996","913818","3"
"India","1991","Total","Female","57","Census - de facto - complete tabulation","Final figure, complete","1996","494973","3"
"India","1991","Total","Female","58","Census - de facto - complete tabulation","Final figure, complete","1996","1625626","3"
"India","1991","Total","Female","59","Census - de facto - complete tabulation","Final figure, complete","1996","288223","3"
"India","1991","Total","Female","60","Census - de facto - complete tabulation","Final figure, complete","1996","8856350","3"
"India","1991","Total","Female","60 - 64","Census - de facto - complete tabulation","Final figure, complete","1996","10841739","3"
"India","1991","Total","Female","61","Census - de facto - complete tabulation","Final figure, complete","1996","292268","3"
"India","1991","Total","Female","62","Census - de facto - complete tabulation","Final figure, complete","1996","1017532","3"
"India","1991","Total","Female","63","Census - de facto - complete tabulation","Final figure, complete","1996","386764","3"
"India","1991","Total","Female","64","Census - de facto - complete tabulation","Final figure, complete","1996","288825","3"
"India","1991","Total","Female","65","Census - de facto - complete tabulation","Final figure, complete","1996","4968258","3"
"India","1991","Total","Female","65 - 69","Census - de facto - complete tabulation","Final figure, complete","1996","6364869","3"
"India","1991","Total","Female","66","Census - de facto - complete tabulation","Final figure, complete","1996","323157","3"
"India","1991","Total","Female","67","Census - de facto - complete tabulation","Final figure, complete","1996","256169","3"
"India","1991","Total","Female","68","Census - de facto - complete tabulation","Final figure, complete","1996","672140","3"
"India","1991","Total","Female","69","Census - de facto - complete tabulation","Final figure, complete","1996","145145","3"
"India","1991","Total","Female","70","Census - de facto - complete tabulation","Final figure, complete","1996","4273011","3"
"India","1991","Total","Female","70 - 74","Census - de facto - complete tabulation","Final figure, complete","1996","5018131","3"
"India","1991","Total","Female","71","Census - de facto - complete tabulation","Final figure, complete","1996","119525","3"
"India","1991","Total","Female","72","Census - de facto - complete tabulation","Final figure, complete","1996","383259","3"
"India","1991","Total","Female","73","Census - de facto - complete tabulation","Final figure, complete","1996","130720","3"
"India","1991","Total","Female","74","Census - de facto - complete tabulation","Final figure, complete","1996","111616","3"
"India","1991","Total","Female","75","Census - de facto - complete tabulation","Final figure, complete","1996","1619206","3"
"India","1991","Total","Female","75 - 79","Census - de facto - complete tabulation","Final figure, complete","1996","2043289","3"
"India","1991","Total","Female","76","Census - de facto - complete tabulation","Final figure, complete","1996","133482","3"
"India","1991","Total","Female","77","Census - de facto - complete tabulation","Final figure, complete","1996","66008","3"
"India","1991","Total","Female","78","Census - de facto - complete tabulation","Final figure, complete","1996","184932","3"
"India","1991","Total","Female","79","Census - de facto - complete tabulation","Final figure, complete","1996","39661","3"
"India","1991","Total","Female","80","Census - de facto - complete tabulation","Final figure, complete","1996","1630916","3"
"India","1991","Total","Female","80 - 84","Census - de facto - complete tabulation","Final figure, complete","1996","1893926","3"
"India","1991","Total","Female","81","Census - de facto - complete tabulation","Final figure, complete","1996","73758","3"
"India","1991","Total","Female","82","Census - de facto - complete tabulation","Final figure, complete","1996","117366","3"
"India","1991","Total","Female","83","Census - de facto - complete tabulation","Final figure, complete","1996","38806","3"
"India","1991","Total","Female","84","Census - de facto - complete tabulation","Final figure, complete","1996","33080","3"
"India","1991","Total","Female","85","Census - de facto - complete tabulation","Final figure, complete","1996","431066","3"
"India","1991","Total","Female","85 - 89","Census - de facto - complete tabulation","Final figure, complete","1996","544928","3"
"India","1991","Total","Female","86","Census - de facto - complete tabulation","Final figure, complete","1996","34422","3"
"India","1991","Total","Female","87","Census - de facto - complete tabulation","Final figure, complete","1996","24272","3"
"India","1991","Total","Female","88","Census - de facto - complete tabulation","Final figure, complete","1996","39050","3"
"India","1991","Total","Female","89","Census - de facto - complete tabulation","Final figure, complete","1996","16118","3"
"India","1991","Total","Female","90","Census - de facto - complete tabulation","Final figure, complete","1996","334919","3"
"India","1991","Total","Female","90 - 99","Census - de facto - complete tabulation","Final figure, complete","1996","531760","3"
"India","1991","Total","Female","91","Census - de facto - complete tabulation","Final figure, complete","1996","28002","3"
"India","1991","Total","Female","92","Census - de facto - complete tabulation","Final figure, complete","1996","25858","3"
"India","1991","Total","Female","93","Census - de facto - complete tabulation","Final figure, complete","1996","8170","3"
"India","1991","Total","Female","94","Census - de facto - complete tabulation","Final figure, complete","1996","5808","3"
"India","1991","Total","Female","95","Census - de facto - complete tabulation","Final figure, complete","1996","77581","3"
"India","1991","Total","Female","96","Census - de facto - complete tabulation","Final figure, complete","1996","10854","3"
"India","1991","Total","Female","97","Census - de facto - complete tabulation","Final figure, complete","1996","4996","3"
"India","1991","Total","Female","98","Census - de facto - complete tabulation","Final figure, complete","1996","18651","3"
"India","1991","Total","Female","99","Census - de facto - complete tabulation","Final figure, complete","1996","16921","3"
"India","1991","Total","Female","100 +","Census - de facto - complete tabulation","Final figure, complete","1996","79273","3"
"India","1991","Total","Female","Unknown","Census - de facto - complete tabulation","Final figure, complete","1996","1989563","3"
"India","1991","Urban","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","1996","215771612","3"
"India","1991","Urban","Both Sexes","0","Census - de facto - complete tabulation","Final figure, complete","1996","4027085","3"
"India","1991","Urban","Both Sexes","1","Census - de facto - complete tabulation","Final figure, complete","1996","3418684","3"
"India","1991","Urban","Both Sexes","1 - 4","Census - de facto - complete tabulation","Final figure, complete","1996","19009563","3"
"India","1991","Urban","Both Sexes","2","Census - de facto - complete tabulation","Final figure, complete","1996","5027060","3"
"India","1991","Urban","Both Sexes","3","Census - de facto - complete tabulation","Final figure, complete","1996","5381851","3"
"India","1991","Urban","Both Sexes","4","Census - de facto - complete tabulation","Final figure, complete","1996","5181968","3"
"India","1991","Urban","Both Sexes","5","Census - de facto - complete tabulation","Final figure, complete","1996","5531620","3"
"India","1991","Urban","Both Sexes","5 - 9","Census - de facto - complete tabulation","Final figure, complete","1996","25748938","3"
"India","1991","Urban","Both Sexes","6","Census - de facto - complete tabulation","Final figure, complete","1996","5015240","3"
"India","1991","Urban","Both Sexes","7","Census - de facto - complete tabulation","Final figure, complete","1996","4939588","3"
"India","1991","Urban","Both Sexes","8","Census - de facto - complete tabulation","Final figure, complete","1996","6150578","3"
"India","1991","Urban","Both Sexes","9","Census - de facto - complete tabulation","Final figure, complete","1996","4111912","3"
"India","1991","Urban","Both Sexes","10","Census - de facto - complete tabulation","Final figure, complete","1996","6542742","3"
"India","1991","Urban","Both Sexes","10 - 14","Census - de facto - complete tabulation","Final figure, complete","1996","24804264","3"
"India","1991","Urban","Both Sexes","11","Census - de facto - complete tabulation","Final figure, complete","1996","3845453","3"
"India","1991","Urban","Both Sexes","12","Census - de facto - complete tabulation","Final figure, complete","1996","5822087","3"
"India","1991","Urban","Both Sexes","13","Census - de facto - complete tabulation","Final figure, complete","1996","4011384","3"
"India","1991","Urban","Both Sexes","14","Census - de facto - complete tabulation","Final figure, complete","1996","4582598","3"
"India","1991","Urban","Both Sexes","15","Census - de facto - complete tabulation","Final figure, complete","1996","4722853","3"
"India","1991","Urban","Both Sexes","15 - 19","Census - de facto - complete tabulation","Final figure, complete","1996","22013445","3"
"India","1991","Urban","Both Sexes","16","Census - de facto - complete tabulation","Final figure, complete","1996","4572831","3"
"India","1991","Urban","Both Sexes","17","Census - de facto - complete tabulation","Final figure, complete","1996","3392240","3"
"India","1991","Urban","Both Sexes","18","Census - de facto - complete tabulation","Final figure, complete","1996","6143594","3"
"India","1991","Urban","Both Sexes","19","Census - de facto - complete tabulation","Final figure, complete","1996","3181927","3"
"India","1991","Urban","Both Sexes","20","Census - de facto - complete tabulation","Final figure, complete","1996","6811153","3"
"India","1991","Urban","Both Sexes","20 - 24","Census - de facto - complete tabulation","Final figure, complete","1996","21454955","3"
"India","1991","Urban","Both Sexes","21","Census - de facto - complete tabulation","Final figure, complete","1996","2916067","3"
"India","1991","Urban","Both Sexes","22","Census - de facto - complete tabulation","Final figure, complete","1996","5314204","3"
"India","1991","Urban","Both Sexes","23","Census - de facto - complete tabulation","Final figure, complete","1996","3052776","3"
"India","1991","Urban","Both Sexes","24","Census - de facto - complete tabulation","Final figure, complete","1996","3360755","3"
"India","1991","Urban","Both Sexes","25","Census - de facto - complete tabulation","Final figure, complete","1996","7475212","3"
"India","1991","Urban","Both Sexes","25 - 29","Census - de facto - complete tabulation","Final figure, complete","1996","19572786","3"
"India","1991","Urban","Both Sexes","26","Census - de facto - complete tabulation","Final figure, complete","1996","3362502","3"
"India","1991","Urban","Both Sexes","27","Census - de facto - complete tabulation","Final figure, complete","1996","2555288","3"
"India","1991","Urban","Both Sexes","28","Census - de facto - complete tabulation","Final figure, complete","1996","4750445","3"
"India","1991","Urban","Both Sexes","29","Census - de facto - complete tabulation","Final figure, complete","1996","1429339","3"
"India","1991","Urban","Both Sexes","30","Census - de facto - complete tabulation","Final figure, complete","1996","8721847","3"
"India","1991","Urban","Both Sexes","30 - 34","Census - de facto - complete tabulation","Final figure, complete","1996","16503341","3"
"India","1991","Urban","Both Sexes","31","Census - de facto - complete tabulation","Final figure, complete","1996","1122961","3"
"India","1991","Urban","Both Sexes","32","Census - de facto - complete tabulation","Final figure, complete","1996","3761519","3"
